Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,id,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,(blank)
0.288058832,0.111033384,0.040030365,0.088261536,0.015942896,0.000260121,0.076569764,0.031464672,0.064788287,0,0.01176132,0.035966976,0,0.002585017,0.014836008,0.027078893,0.115385569,0.040879794,0,0.034966368,0.000130197,1.13E-10
