Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,id,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,(blank)
0.250147509,0.030603796,0.002875008,0.219538483,0.009671794,0.00149634,0.113397658,0.107173526,0.100622459,0,0,0.035286439,0,0,0.002266344,0.059973157,0.016322578,0.049994692,0,0,0,0.000630219
